Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD
fags,78,53,60,47,1.53,1.8976,0.63,1.7324
Fahrenheit,38,23,0,0,0.75,1.5911,0.27,1.3802
fail,1254,939,1220,930,24.59,3.0986,11.19,2.9731
failed,1467,1092,1441,1076,28.76,3.1667,13.02,3.0386
failing,275,240,264,230,5.39,2.4409,2.86,2.382
failings,15,14,15,14,0.29,1.2041,0.17,1.1761
faille,1,1,1,1,0.02,0.301,0.01,0.301
fails,261,226,258,223,5.12,2.4183,2.69,2.356
failsafe,12,5,9,4,0.24,1.1139,0.06,0.7782
failure,1021,744,952,715,20.02,3.0095,8.87,2.8722
failures,75,69,74,68,1.47,1.8808,0.82,1.8451
fain,15,9,8,6,0.29,1.2041,0.11,1
faint,473,386,427,355,9.27,2.6758,4.6,2.5877
fainted,222,176,212,172,4.35,2.3483,2.1,2.248
fainter,10,9,8,7,0.2,1.0414,0.11,1
faintest,68,66,68,66,1.33,1.8388,0.79,1.8261
faintheart,1,1,1,1,0.02,0.301,0.01,0.301
fainthearted,2,2,2,2,0.04,0.4771,0.02,0.4771
fainting,64,63,60,60,1.25,1.8129,0.75,1.8062
faintly,31,26,23,20,0.61,1.5051,0.31,1.4314
faintness,2,2,2,2,0.04,0.4771,0.02,0.4771
faints,17,15,17,15,0.33,1.2553,0.18,1.2041
fair,4832,2810,4184,2533,94.75,3.6842,33.5,3.4489
Fairbanks,74,13,0,0,1.45,1.8751,0.15,1.1461
faire,33,21,23,18,0.65,1.5315,0.25,1.3424
fairer,24,23,23,22,0.47,1.3979,0.27,1.3802
fairest,44,26,41,24,0.86,1.6532,0.31,1.4314
fairground,10,9,10,9,0.2,1.0414,0.11,1
fairgrounds,12,10,12,10,0.24,1.1139,0.12,1.0414
fairies,134,61,123,57,2.63,2.1303,0.73,1.7924
fairing,2,2,2,2,0.04,0.4771,0.02,0.4771
fairlead,1,1,1,1,0.02,0.301,0.01,0.301
fairly,468,410,431,379,9.18,2.6712,4.89,2.6138
fairness,104,95,100,93,2.04,2.0212,1.13,1.9823
fairs,26,24,24,22,0.51,1.4314,0.29,1.3979
Fairwater,4,1,0,0,0.08,0.699,0.01,0.301
fairway,24,17,20,13,0.47,1.3979,0.2,1.2553
Fairways,2,1,0,0,0.04,0.4771,0.01,0.301
fairy,851,430,643,390,16.69,2.9304,5.13,2.6345
fairyland,12,9,10,7,0.24,1.1139,0.11,1
Faisan,1,1,0,0,0.02,0.301,0.01,0.301
fait,29,21,19,19,0.57,1.4771,0.25,1.3424
faith,2363,1220,2008,1159,46.33,3.3736,14.54,3.0867
faithful,465,353,423,322,9.12,2.6684,4.21,2.549
faithfully,77,62,76,61,1.51,1.8921,0.74,1.7993
faithfulness,10,8,8,7,0.2,1.0414,0.1,0.9542
faithless,27,20,20,15,0.53,1.4472,0.24,1.3222
faithlessness,1,1,1,1,0.02,0.301,0.01,0.301
faiths,13,13,12,12,0.25,1.1461,0.15,1.1461
faits,2,2,2,2,0.04,0.4771,0.02,0.4771
Fajita,3,3,1,1,0.06,0.6021,0.04,0.6021
fajitas,20,10,15,9,0.39,1.3222,0.12,1.0414
fake,1853,1107,1707,1071,36.33,3.2681,13.2,3.0445
faked,177,137,171,134,3.47,2.2504,1.63,2.1399
faker,88,50,59,42,1.73,1.9494,0.6,1.7076
fakers,10,7,10,7,0.2,1.0414,0.08,0.9031
fakery,9,2,9,2,0.18,1,0.02,0.4771
fakes,79,44,73,43,1.55,1.9031,0.52,1.6532
faking,230,157,219,153,4.51,2.3636,1.87,2.1987
fakir,4,4,3,3,0.08,0.699,0.05,0.699
fakirs,4,3,3,3,0.08,0.699,0.04,0.6021
faky,2,2,2,2,0.04,0.4771,0.02,0.4771
falafel,31,20,20,16,0.61,1.5051,0.24,1.3222
Falcon,169,54,76,27,3.31,2.2304,0.64,1.7404
falconer,4,4,3,3,0.08,0.699,0.05,0.699
falconry,2,2,2,2,0.04,0.4771,0.02,0.4771
Falcons,16,10,5,4,0.31,1.2304,0.12,1.0414
Falk,39,14,1,1,0.76,1.6021,0.17,1.1761
fall,6044,3322,5510,3231,118.51,3.7814,39.6,3.5215
fallacies,5,4,5,4,0.1,0.7782,0.05,0.699
fallacious,1,1,1,1,0.02,0.301,0.01,0.301
fallacy,20,17,20,17,0.39,1.3222,0.2,1.2553
fallback,32,26,31,25,0.63,1.5185,0.31,1.4314
fallen,863,718,831,697,16.92,2.9365,8.56,2.8567
faller,2,2,1,1,0.04,0.4771,0.02,0.4771
fallibility,2,2,2,2,0.04,0.4771,0.02,0.4771
fallible,12,10,12,10,0.24,1.1139,0.12,1.0414
falling,1837,1315,1719,1266,36.02,3.2643,15.68,3.1193
fallopian,22,16,16,13,0.43,1.3617,0.19,1.2304
fallout,111,76,93,71,2.18,2.0492,0.91,1.8865
Fallow,41,10,6,6,0.8,1.6232,0.12,1.0414
fallowed,1,1,1,1,0.02,0.301,0.01,0.301
falls,1301,871,930,754,25.51,3.1146,10.38,2.9405
falsehood,10,10,10,10,0.2,1.0414,0.12,1.0414
falsehoods,8,7,8,7,0.16,0.9542,0.08,0.9031
falsely,67,54,61,52,1.31,1.8325,0.64,1.7404
falsetto,15,10,14,10,0.29,1.2041,0.12,1.0414
falsie,1,1,1,1,0.02,0.301,0.01,0.301
falsies,11,11,9,9,0.22,1.0792,0.13,1.0792
falsification,3,3,2,2,0.06,0.6021,0.04,0.6021
falsifications,1,1,1,1,0.02,0.301,0.01,0.301
falsified,24,23,22,21,0.47,1.3979,0.27,1.3802
falsifies,1,1,1,1,0.02,0.301,0.01,0.301
falsify,12,11,11,10,0.24,1.1139,0.13,1.0792
falsifying,15,14,13,12,0.29,1.2041,0.17,1.1761
falsity,7,7,7,7,0.14,0.9031,0.08,0.9031
falter,16,16,16,16,0.31,1.2304,0.19,1.2304
faltered,7,6,7,6,0.14,0.9031,0.07,0.8451
faltering,10,10,7,7,0.2,1.0414,0.12,1.0414
falters,7,7,7,7,0.14,0.9031,0.08,0.9031
Falun,2,2,0,0,0.04,0.4771,0.02,0.4771
falx,1,1,1,1,0.02,0.301,0.01,0.301
fam,19,13,17,12,0.37,1.301,0.15,1.1461
fame,441,325,349,267,8.65,2.6454,3.87,2.5132
famed,42,38,39,35,0.82,1.6335,0.45,1.5911
fames,1,1,1,1,0.02,0.301,0.01,0.301
familia,17,12,15,10,0.33,1.2553,0.14,1.1139
familial,13,13,12,12,0.25,1.1461,0.15,1.1461
familiar,1760,1388,1738,1378,34.51,3.2458,16.55,3.1427
familiarise,2,2,2,2,0.04,0.4771,0.02,0.4771
familiarised,1,1,1,1,0.02,0.301,0.01,0.301
familiarity,34,32,34,32,0.67,1.5441,0.38,1.5185
familiarization,1,1,1,1,0.02,0.301,0.01,0.301
familiarize,19,19,15,15,0.37,1.301,0.23,1.301
familiarized,4,4,4,4,0.08,0.699,0.05,0.699
familiars,10,4,10,4,0.2,1.0414,0.05,0.699
families,1139,824,1077,796,22.33,3.0569,9.82,2.9165
famille,3,3,3,3,0.06,0.6021,0.04,0.6021
family,18067,5340,17344,5255,354.25,4.2569,63.66,3.7276
famine,81,69,70,58,1.59,1.9138,0.82,1.8451
famines,6,6,6,6,0.12,0.8451,0.07,0.8451
famish,3,3,3,3,0.06,0.6021,0.04,0.6021
famished,73,68,66,64,1.43,1.8692,0.81,1.8388
famous,2296,1434,2204,1384,45.02,3.3612,17.1,3.1569
famously,32,29,30,28,0.63,1.5185,0.35,1.4771
fan,1792,1097,1562,1037,35.14,3.2536,13.08,3.0406
fana,4,3,4,3,0.08,0.699,0.04,0.6021
fanatic,84,78,81,76,1.65,1.9294,0.93,1.8976
fanatical,27,26,24,23,0.53,1.4472,0.31,1.4314
fanatically,7,6,7,6,0.14,0.9031,0.07,0.8451
fanaticism,6,6,5,5,0.12,0.8451,0.07,0.8451
fanatics,48,46,46,44,0.94,1.6902,0.55,1.6721
fancied,50,47,50,47,0.98,1.7076,0.56,1.6812
fancier,12,12,11,11,0.24,1.1139,0.14,1.1139
fancies,56,51,56,51,1.1,1.7559,0.61,1.716
fanciest,9,9,9,9,0.18,1,0.11,1
fanciful,25,20,22,18,0.49,1.415,0.24,1.3222
fancifully,1,1,1,1,0.02,0.301,0.01,0.301
fanciness,1,1,1,1,0.02,0.301,0.01,0.301
fancy,1777,1233,1486,1098,34.84,3.2499,14.7,3.0913
fancying,8,8,8,8,0.16,0.9542,0.1,0.9542
fandango,5,4,5,4,0.1,0.7782,0.05,0.699
fandangos,1,1,1,1,0.02,0.301,0.01,0.301
fandom,2,1,2,1,0.04,0.4771,0.01,0.301
fanfare,57,44,42,33,1.12,1.7634,0.52,1.6532
fanfares,1,1,1,1,0.02,0.301,0.01,0.301
Fang,98,36,16,14,1.92,1.9956,0.43,1.5682
fangled,1,1,1,1,0.02,0.301,0.01,0.301
fangs,91,63,80,58,1.78,1.9638,0.75,1.8062
fangy,1,1,1,1,0.02,0.301,0.01,0.301
Fanjet,1,1,0,0,0.02,0.301,0.01,0.301
fanleaf,2,1,1,1,0.04,0.4771,0.01,0.301
fanned,17,16,17,16,0.33,1.2553,0.19,1.2304
fannies,9,7,8,6,0.18,1,0.08,0.9031
Fanning,20,17,8,8,0.39,1.3222,0.2,1.2553
Fanny,262,99,62,46,5.14,2.42,1.18,2
fans,711,450,686,442,13.94,2.8525,5.36,2.6542
Fant,5,4,2,2,0.1,0.7782,0.05,0.699
fantail,10,7,8,7,0.2,1.0414,0.08,0.9031
fantails,1,1,1,1,0.02,0.301,0.01,0.301
Fantasia,36,7,0,0,0.71,1.5682,0.08,0.9031
fantasie,2,1,2,1,0.04,0.4771,0.01,0.301
fantasies,255,210,250,208,5,2.4082,2.5,2.3243
fantasise,9,6,9,6,0.18,1,0.07,0.8451
fantasised,3,3,3,3,0.06,0.6021,0.04,0.6021
fantasises,4,3,4,3,0.08,0.699,0.04,0.6021
fantasising,2,2,2,2,0.04,0.4771,0.02,0.4771
fantasize,89,69,88,69,1.75,1.9542,0.82,1.8451
fantasized,33,29,33,29,0.65,1.5315,0.35,1.4771
fantasizes,5,5,5,5,0.1,0.7782,0.06,0.7782
fantasizing,41,35,38,32,0.8,1.6232,0.42,1.5563
fantastic,2029,1336,1549,1088,39.78,3.3075,15.93,3.1261
fantastical,14,11,14,11,0.27,1.1761,0.13,1.0792
fantastically,20,16,16,15,0.39,1.3222,0.19,1.2304
Fantastico,9,8,3,3,0.18,1,0.1,0.9542
fantasy,828,557,777,527,16.24,2.9186,6.64,2.7466
Fantom,7,2,0,0,0.14,0.9031,0.02,0.4771
fanzine,1,1,1,1,0.02,0.301,0.01,0.301
Faq,1,1,0,0,0.02,0.301,0.01,0.301
faqir,1,1,1,1,0.02,0.301,0.01,0.301
far,11259,5187,10762,5099,220.76,4.0515,61.84,3.715
Farad,1,1,0,0,0.02,0.301,0.01,0.301
Faraday,65,12,0,0,1.27,1.8195,0.14,1.1139
Faradays,1,1,0,0,0.02,0.301,0.01,0.301
farandole,2,2,2,2,0.04,0.4771,0.02,0.4771
faraway,93,74,81,69,1.82,1.9731,0.88,1.8751
farce,89,68,88,67,1.75,1.9542,0.81,1.8388
farces,1,1,1,1,0.02,0.301,0.01,0.301
farceur,1,1,1,1,0.02,0.301,0.01,0.301
farceurs,1,1,1,1,0.02,0.301,0.01,0.301
farcical,6,6,6,6,0.12,0.8451,0.07,0.8451
farcically,1,1,1,1,0.02,0.301,0.01,0.301
Fard,1,1,0,0,0.02,0.301,0.01,0.301
fardels,2,2,2,2,0.04,0.4771,0.02,0.4771
fare,314,248,289,242,6.16,2.4983,2.96,2.3962
fared,14,13,14,13,0.27,1.1761,0.15,1.1461
fares,32,29,31,28,0.63,1.5185,0.35,1.4771
farewell,482,309,275,206,9.45,2.6839,3.68,2.4914
farewells,10,10,10,10,0.2,1.0414,0.12,1.0414
farfetched,4,4,4,4,0.08,0.699,0.05,0.699
Farina,1,1,0,0,0.02,0.301,0.01,0.301
faring,6,6,4,4,0.12,0.8451,0.07,0.8451
Farley,79,16,1,1,1.55,1.9031,0.19,1.2304
farm,1532,731,1369,681,30.04,3.1855,8.71,2.8645
farmed,21,9,21,9,0.41,1.3424,0.11,1
farmer,604,319,389,262,11.84,2.7818,3.8,2.5051
farmers,230,164,194,144,4.51,2.3636,1.96,2.2175
farmhand,3,3,3,3,0.06,0.6021,0.04,0.6021
farmhands,3,2,3,2,0.06,0.6021,0.02,0.4771
farmhouse,67,46,65,46,1.31,1.8325,0.55,1.6721
farmhouses,5,4,5,4,0.1,0.7782,0.05,0.699
farming,82,70,74,63,1.61,1.9191,0.83,1.8513
farmland,20,20,20,20,0.39,1.3222,0.24,1.3222
farmlands,3,3,3,3,0.06,0.6021,0.04,0.6021
farms,145,110,122,91,2.84,2.1644,1.31,2.0453
farmstead,1,1,1,1,0.02,0.301,0.01,0.301
Farmtown,7,4,0,0,0.14,0.9031,0.05,0.699
farmyard,10,9,9,8,0.2,1.0414,0.11,1
Farmyards,1,1,0,0,0.02,0.301,0.01,0.301
Faro,34,9,11,7,0.67,1.5441,0.11,1
Farouche,2,1,0,0,0.04,0.4771,0.01,0.301
Farrel,16,2,0,0,0.31,1.2304,0.02,0.4771
farrier,3,3,3,3,0.06,0.6021,0.04,0.6021
farriers,2,2,2,2,0.04,0.4771,0.02,0.4771
farris,6,4,4,2,0.12,0.8451,0.05,0.699
Farrow,90,17,1,1,1.76,1.959,0.2,1.2553
farsighted,6,4,6,4,0.12,0.8451,0.05,0.699
fart,328,202,314,196,6.43,2.5172,2.41,2.3075
farted,66,44,66,44,1.29,1.8261,0.52,1.6532
farther,287,231,278,226,5.63,2.4594,2.75,2.3655
farthest,42,39,42,39,0.82,1.6335,0.46,1.6021
farthing,13,11,8,8,0.25,1.1461,0.13,1.0792
farthingale,1,1,1,1,0.02,0.301,0.01,0.301
farthingales,1,1,1,1,0.02,0.301,0.01,0.301
farthings,2,2,1,1,0.04,0.4771,0.02,0.4771
farting,59,51,51,45,1.16,1.7782,0.61,1.716
farts,74,57,71,56,1.45,1.8751,0.68,1.7634
fas,7,3,5,2,0.14,0.9031,0.04,0.6021
fascia,5,5,4,4,0.1,0.7782,0.06,0.7782
fascial,2,2,2,2,0.04,0.4771,0.02,0.4771
fasciation,1,1,1,1,0.02,0.301,0.01,0.301
fasciculus,2,1,2,1,0.04,0.4771,0.01,0.301
fascinate,26,25,25,24,0.51,1.4314,0.3,1.415
fascinated,178,160,176,159,3.49,2.2529,1.91,2.2068
fascinates,32,32,32,32,0.63,1.5185,0.38,1.5185
fascinating,769,617,601,500,15.08,2.8865,7.36,2.791
fascinatingly,1,1,1,1,0.02,0.301,0.01,0.301
fascination,90,70,76,65,1.76,1.959,0.83,1.8513
fascinations,4,2,3,1,0.08,0.699,0.02,0.4771
fasciotomy,2,1,2,1,0.04,0.4771,0.01,0.301
fascism,39,28,29,20,0.76,1.6021,0.33,1.4624
fascist,125,101,85,71,2.45,2.1004,1.2,2.0086
fascistic,1,1,1,1,0.02,0.301,0.01,0.301
fascists,31,27,20,19,0.61,1.5051,0.32,1.4472
fash,2,2,2,2,0.04,0.4771,0.02,0.4771
fashion,957,640,811,593,18.76,2.9814,7.63,2.8069
fashionable,98,83,89,82,1.92,1.9956,0.99,1.9243
fashionably,20,19,14,14,0.39,1.3222,0.23,1.301
fashioned,71,57,62,53,1.39,1.8573,0.68,1.7634
Fashioning,1,1,0,0,0.02,0.301,0.01,0.301
fashions,44,32,31,27,0.86,1.6532,0.38,1.5185
Fass,1,1,0,0,0.02,0.301,0.01,0.301
fast,7010,3808,6744,3747,137.45,3.8458,45.4,3.5808
Fastback,4,3,1,1,0.08,0.699,0.04,0.6021
fastball,59,32,39,23,1.16,1.7782,0.38,1.5185
fastballs,3,3,3,3,0.06,0.6021,0.04,0.6021
fasted,4,4,4,4,0.08,0.699,0.05,0.699
fasten,190,151,114,92,3.73,2.281,1.8,2.1818
fastened,62,57,58,54,1.22,1.7993,0.68,1.7634
fastener,1,1,1,1,0.02,0.301,0.01,0.301
fasteners,2,2,2,2,0.04,0.4771,0.02,0.4771
fastening,6,6,6,6,0.12,0.8451,0.07,0.8451
fastenings,1,1,1,1,0.02,0.301,0.01,0.301
fastens,4,4,3,3,0.08,0.699,0.05,0.699
faster,2233,1391,1678,1200,43.78,3.3491,16.58,3.1436
fastest,298,234,279,222,5.84,2.4757,2.79,2.3711
fasthold,2,2,2,2,0.04,0.4771,0.02,0.4771
fastidious,19,15,16,14,0.37,1.301,0.18,1.2041
fastidiousness,1,1,1,1,0.02,0.301,0.01,0.301
fasting,29,25,26,22,0.57,1.4771,0.3,1.415
fasts,3,3,3,3,0.06,0.6021,0.04,0.6021
fat,4051,2046,3427,1905,79.43,3.6077,24.39,3.3111
fatal,362,310,335,287,7.1,2.5599,3.7,2.4928
fatale,13,10,13,10,0.25,1.1461,0.12,1.0414
fatales,7,5,7,5,0.14,0.9031,0.06,0.7782
fatalism,4,3,4,3,0.08,0.699,0.04,0.6021
fatalist,3,2,3,2,0.06,0.6021,0.02,0.4771
fatalistic,4,4,4,4,0.08,0.699,0.05,0.699
fatalities,33,32,32,31,0.65,1.5315,0.38,1.5185
fatality,46,41,39,37,0.9,1.6721,0.49,1.6232
fatally,19,19,17,17,0.37,1.301,0.23,1.301
fatals,2,2,2,2,0.04,0.4771,0.02,0.4771
fatback,5,5,4,4,0.1,0.7782,0.06,0.7782
fate,1375,865,1260,824,26.96,3.1386,10.31,2.9375
fated,32,25,32,25,0.63,1.5185,0.3,1.415
fateful,51,48,50,47,1,1.716,0.57,1.6902
fates,59,52,38,34,1.16,1.7782,0.62,1.7243
fath,5,5,3,3,0.1,0.7782,0.06,0.7782
fathead,33,30,29,27,0.65,1.5315,0.36,1.4914
fatheaded,3,3,3,3,0.06,0.6021,0.04,0.6021
fatheads,5,3,5,3,0.1,0.7782,0.04,0.6021
father,28279,5446,21688,5139,554.49,4.4515,64.93,3.7362
fathered,27,25,26,24,0.53,1.4472,0.3,1.415
fatherhood,23,20,23,20,0.45,1.3802,0.24,1.3222
fathering,9,9,9,9,0.18,1,0.11,1
fatherland,39,22,29,15,0.76,1.6021,0.26,1.3617
fatherless,16,16,16,16,0.31,1.2304,0.19,1.2304
fatherly,31,29,31,29,0.61,1.5051,0.35,1.4771
fathers,482,371,404,324,9.45,2.6839,4.42,2.5705
fathom,53,47,53,47,1.04,1.7324,0.56,1.6812
fathomed,2,2,2,2,0.04,0.4771,0.02,0.4771
fathometer,2,2,1,1,0.04,0.4771,0.02,0.4771
fathoming,1,1,1,1,0.02,0.301,0.01,0.301
fathoms,29,21,29,21,0.57,1.4771,0.25,1.3424
fatigability,1,1,1,1,0.02,0.301,0.01,0.301
fatigue,93,74,84,67,1.82,1.9731,0.88,1.8751
fatigued,24,22,24,22,0.47,1.3979,0.26,1.3617
fatigues,22,21,20,20,0.43,1.3617,0.25,1.3424
fatiguing,3,3,3,3,0.06,0.6021,0.04,0.6021
fatling,1,1,1,1,0.02,0.301,0.01,0.301
fatness,6,4,3,3,0.12,0.8451,0.05,0.699
fats,48,28,30,13,0.94,1.6902,0.33,1.4624
Fatso,161,71,58,46,3.16,2.2095,0.85,1.8573
fatted,13,10,10,8,0.25,1.1461,0.12,1.0414
fatten,23,23,20,20,0.45,1.3802,0.27,1.3802
fattened,3,3,3,3,0.06,0.6021,0.04,0.6021
fattening,39,33,37,31,0.76,1.6021,0.39,1.5315
fattens,2,2,2,2,0.04,0.4771,0.02,0.4771
fatter,72,67,65,60,1.41,1.8633,0.8,1.8325
fattest,22,19,22,19,0.43,1.3617,0.23,1.301
fatties,7,7,7,7,0.14,0.9031,0.08,0.9031
Fatting,1,1,0,0,0.02,0.301,0.01,0.301
fattish,1,1,1,1,0.02,0.301,0.01,0.301
Fatty,260,131,109,86,5.1,2.4166,1.56,2.1206
fatuous,7,7,7,7,0.14,0.9031,0.08,0.9031
Fatwa,9,3,2,1,0.18,1,0.04,0.6021
fatwas,1,1,1,1,0.02,0.301,0.01,0.301
Faubourg,1,1,0,0,0.02,0.301,0.01,0.301
faucet,73,57,68,54,1.43,1.8692,0.68,1.7634
faucets,16,16,16,16,0.31,1.2304,0.19,1.2304
Faulkner,30,20,0,0,0.59,1.4914,0.24,1.3222
fault,5310,3101,5291,3091,104.12,3.7252,36.97,3.4916
faulted,1,1,1,1,0.02,0.301,0.01,0.301
faulting,1,1,1,1,0.02,0.301,0.01,0.301
faultless,1,1,1,1,0.02,0.301,0.01,0.301
faultlessly,1,1,1,1,0.02,0.301,0.01,0.301
faults,106,95,106,95,2.08,2.0294,1.13,1.9823
faulty,83,70,78,66,1.63,1.9243,0.83,1.8513
faun,26,5,17,4,0.51,1.4314,0.06,0.7782
fauna,27,16,15,13,0.53,1.4472,0.19,1.2304
fauns,2,2,2,2,0.04,0.4771,0.02,0.4771
Fauntleroy,8,8,0,0,0.16,0.9542,0.1,0.9542
Faust,25,9,0,0,0.49,1.415,0.11,1
Faustian,3,3,0,0,0.06,0.6021,0.04,0.6021
faut,9,7,8,6,0.18,1,0.08,0.9031
fauvism,1,1,1,1,0.02,0.301,0.01,0.301
Faux,41,39,0,0,0.8,1.6232,0.46,1.6021
fave,6,6,6,6,0.12,0.8451,0.07,0.8451
favela,19,3,18,2,0.37,1.301,0.04,0.6021
favelas,7,1,7,1,0.14,0.9031,0.01,0.301
faves,1,1,1,1,0.02,0.301,0.01,0.301
favor,3609,2370,3569,2366,70.76,3.5575,28.25,3.3749
favorable,55,49,51,46,1.08,1.7482,0.58,1.699
favorably,20,17,18,16,0.39,1.3222,0.2,1.2553
favored,49,45,48,44,0.96,1.699,0.54,1.6628
favoring,21,19,21,19,0.41,1.3424,0.23,1.301
favorite,3032,1974,2924,1950,59.45,3.4819,23.53,3.2956
favorites,200,182,199,181,3.92,2.3032,2.17,2.2625
favoritism,21,18,20,18,0.41,1.3424,0.21,1.2788
favors,380,329,374,326,7.45,2.5809,3.92,2.5185
favour,948,603,942,601,18.59,2.9773,7.19,2.781
favourable,9,8,9,8,0.18,1,0.1,0.9542
favourably,9,9,9,9,0.18,1,0.11,1
favoured,13,11,13,11,0.25,1.1461,0.13,1.0792
favouring,2,2,2,2,0.04,0.4771,0.02,0.4771
favourite,745,465,730,458,14.61,2.8727,5.54,2.6684
favourites,36,34,36,34,0.71,1.5682,0.41,1.5441
favouritism,5,5,5,5,0.1,0.7782,0.06,0.7782
favours,96,82,94,81,1.88,1.9868,0.98,1.9191
Fawn,36,19,17,15,0.71,1.5682,0.23,1.301
fawned,1,1,1,1,0.02,0.301,0.01,0.301
fawning,13,13,12,12,0.25,1.1461,0.15,1.1461
fawns,4,4,4,4,0.08,0.699,0.05,0.699
fax,357,230,320,214,7,2.5539,2.74,2.3636
faxed,65,61,65,61,1.27,1.8195,0.73,1.7924
faxes,27,20,25,20,0.53,1.4472,0.24,1.3222
faxing,19,17,19,17,0.37,1.301,0.2,1.2553
Fay,263,51,1,1,5.16,2.4216,0.61,1.716
Fayed,301,17,0,0,5.9,2.48,0.2,1.2553
faze,22,21,22,21,0.43,1.3617,0.25,1.3424
fazed,7,5,7,5,0.14,0.9031,0.06,0.7782
Fazenda,9,1,0,0,0.18,1,0.01,0.301
fazes,4,3,4,3,0.08,0.699,0.04,0.6021
Fb,2,2,0,0,0.04,0.4771,0.02,0.4771
Fbi,95,69,22,9,1.86,1.9823,0.82,1.8451
Fc,46,3,0,0,0.9,1.6721,0.04,0.6021
Fcs,1,1,0,0,0.02,0.301,0.01,0.301
Fe,136,74,17,9,2.67,2.1367,0.88,1.8751
feal,1,1,1,1,0.02,0.301,0.01,0.301
fealty,8,5,6,5,0.16,0.9542,0.06,0.7782
fear,3523,1912,3206,1821,69.08,3.547,22.79,3.2817
feared,289,251,281,244,5.67,2.4624,2.99,2.4014
fearful,110,93,103,88,2.16,2.0453,1.11,1.9731
fearfully,9,9,8,8,0.18,1,0.11,1
fearfulness,2,2,2,2,0.04,0.4771,0.02,0.4771
fearing,44,42,28,27,0.86,1.6532,0.5,1.6335
fearless,152,131,124,112,2.98,2.1847,1.56,2.1206
fearlessly,8,8,8,8,0.16,0.9542,0.1,0.9542
fearlessness,2,2,2,2,0.04,0.4771,0.02,0.4771
fears,467,374,452,364,9.16,2.6702,4.46,2.574
fearsome,39,33,38,32,0.76,1.6021,0.39,1.5315
feasibility,5,5,5,5,0.1,0.7782,0.06,0.7782
feasible,31,28,31,28,0.61,1.5051,0.33,1.4624
feast,342,236,304,209,6.71,2.5353,2.81,2.3747
feasted,9,9,9,9,0.18,1,0.11,1
feastful,1,1,1,1,0.02,0.301,0.01,0.301
feasting,22,21,20,20,0.43,1.3617,0.25,1.3424
feasts,11,11,11,11,0.22,1.0792,0.13,1.0792
feat,78,70,76,69,1.53,1.8976,0.83,1.8513
feather,338,231,303,220,6.63,2.5302,2.75,2.3655
featherbed,8,5,4,4,0.16,0.9542,0.06,0.7782
Featherbrain,1,1,0,0,0.02,0.301,0.01,0.301
featherbrained,1,1,1,1,0.02,0.301,0.01,0.301
feathered,34,31,31,28,0.67,1.5441,0.37,1.5051
featherhead,3,3,2,2,0.06,0.6021,0.04,0.6021
featherheaded,2,1,2,1,0.04,0.4771,0.01,0.301
feathering,3,3,3,3,0.06,0.6021,0.04,0.6021
featherless,2,2,2,2,0.04,0.4771,0.02,0.4771
feathers,291,204,264,194,5.71,2.4654,2.43,2.3118
featherweight,7,5,7,5,0.14,0.9031,0.06,0.7782
featherweights,2,2,2,2,0.04,0.4771,0.02,0.4771
feathery,10,10,9,9,0.2,1.0414,0.12,1.0414
feats,24,20,24,20,0.47,1.3979,0.24,1.3222
feature,298,234,287,224,5.84,2.4757,2.79,2.3711
featured,63,57,60,56,1.24,1.8062,0.68,1.7634
featureless,2,2,2,2,0.04,0.4771,0.02,0.4771
features,244,207,238,203,4.78,2.3892,2.47,2.3181
featurette,1,1,1,1,0.02,0.301,0.01,0.301
featuring,83,76,69,63,1.63,1.9243,0.91,1.8865
febrile,10,10,9,9,0.2,1.0414,0.12,1.0414
February,280,196,7,7,5.49,2.4487,2.34,2.2945
fecal,30,19,27,18,0.59,1.4914,0.23,1.301
feces,38,32,35,29,0.75,1.5911,0.38,1.5185
Feck,42,4,6,3,0.82,1.6335,0.05,0.699
feckless,5,5,5,5,0.1,0.7782,0.06,0.7782
feculent,1,1,1,1,0.02,0.301,0.01,0.301
fecund,2,2,2,2,0.04,0.4771,0.02,0.4771
fecundated,1,1,1,1,0.02,0.301,0.01,0.301
fecundity,2,2,1,1,0.04,0.4771,0.02,0.4771
fed,810,661,737,615,15.88,2.909,7.88,2.8209
fedayeen,5,1,4,1,0.1,0.7782,0.01,0.301
federal,1173,672,755,502,23,3.0697,8.01,2.828
federalize,1,1,1,1,0.02,0.301,0.01,0.301
federally,10,9,10,9,0.2,1.0414,0.11,1
federals,6,5,3,3,0.12,0.8451,0.06,0.7782
Federated,2,2,0,0,0.04,0.4771,0.02,0.4771
Federation,197,43,19,7,3.86,2.2967,0.51,1.6435
federations,2,2,1,1,0.04,0.4771,0.02,0.4771
fedora,13,11,13,11,0.25,1.1461,0.13,1.0792
fedoras,2,2,2,2,0.04,0.4771,0.02,0.4771
feds,359,205,210,120,7.04,2.5563,2.44,2.3139
fee,494,358,475,349,9.69,2.6946,4.27,2.5551
feeb,6,5,6,5,0.12,0.8451,0.06,0.7782
feeble,86,78,81,76,1.69,1.9395,0.93,1.8976
feebleminded,1,1,1,1,0.02,0.301,0.01,0.301
feeblest,1,1,1,1,0.02,0.301,0.01,0.301
feebling,1,1,1,1,0.02,0.301,0.01,0.301
feebly,1,1,1,1,0.02,0.301,0.01,0.301
